CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE,Year
Vol dans / sur véhicule à moteur,2024-03-07,soir,5.0,278367.06299785693,5036187.49999957,-73.838024,45.465115,2024
Vol dans / sur véhicule à moteur,2024-03-25,jour,5.0,278566.124995298,5036332.000008729,-73.835486,45.466423,2024
Vol de véhicule à moteur,2024-11-01,nuit,5.0,278461.59400382,5036254.99999262,-73.836818,45.465726,2024
Vol de véhicule à moteur,2024-03-03,nuit,5.0,278109.0308063231,5035840.82839875,-73.841304,45.461986,2024
Vol de véhicule à moteur,2024-08-15,nuit,5.0,278025.46059131,5035953.25614155,-73.842379,45.462994,2024
Vol de véhicule à moteur,2024-03-06,jour,3.0,276825.312998938,5036579.999999889,-73.857761,45.468587,2024
Vol de véhicule à moteur,2025-01-21,jour,5.0,286158.572,5034992.952,-73.738342,45.454618,2025
Introduction,2025-01-25,jour,5.0,287124.219004855,5035822.499998449,-73.726025,45.462107,2025
Vol de véhicule à moteur,2024-10-07,jour,5.0,286994.874996638,5035502.99999101,-73.727668,45.459229,2024
Méfait,2025-01-18,soir,46.0,300110.313009833,5051497.500003849,-73.560119,45.603365,2025
Vol dans / sur véhicule à moteur,2024-09-02,jour,42.0,297556.92800708,5048624.12799197,-73.592809,45.577488,2024
Méfait,2024-03-26,jour,7.0,289192.221990297,5040120.57799752,-73.699718,45.500833,2024
Vol dans / sur véhicule à moteur,2024-11-07,nuit,7.0,289192.221990297,5040120.57799752,-73.699718,45.500833,2024
Vol dans / sur véhicule à moteur,2024-06-24,nuit,7.0,288356.54199019494,5039184.69600462,-73.71038,45.492392,2024
Méfait,2024-01-04,jour,7.0,288367.13100779493,5039174.67000049,-73.710244,45.492302,2024
Méfait,2024-05-08,jour,7.0,288367.13100779493,5039174.67000049,-73.710244,45.492302,2024
Méfait,2024-02-06,jour,7.0,288500.645,5039326.563,-73.708541,45.493672,2024
Méfait,2024-01-02,jour,7.0,288500.645,5039326.563,-73.708541,45.493672,2024
Vol de véhicule à moteur,2024-03-26,soir,7.0,288500.645,5039326.563,-73.708541,45.493672,2024
Vol dans / sur véhicule à moteur,2024-11-01,jour,7.0,288500.645,5039326.563,-73.708541,45.493672,2024
Vol dans / sur véhicule à moteur,2024-11-20,soir,7.0,288500.645,5039326.563,-73.708541,45.493672,2024
Introduction,2024-11-13,jour,7.0,288489.216,5039336.482,-73.708688,45.493761,2024
Vol de véhicule à moteur,2024-10-04,soir,7.0,288680.16,5039544.04,-73.706251,45.495633,2024
Vol dans / sur véhicule à moteur,2024-01-27,soir,7.0,288693.108,5039533.047,-73.706085,45.495534,2024
Vols qualifiés,2024-05-06,jour,7.0,288693.108,5039533.047,-73.706085,45.495534,2024
Vol dans / sur véhicule à moteur,2024-06-30,nuit,7.0,288693.108,5039533.047,-73.706085,45.495534,2024
Vol de véhicule à moteur,2024-06-25,jour,7.0,288693.108,5039533.047,-73.706085,45.495534,2024
Vol dans / sur véhicule à moteur,2024-10-03,soir,7.0,288693.108,5039533.047,-73.706085,45.495534,2024
Vol de véhicule à moteur,2024-10-29,soir,7.0,288693.108,5039533.047,-73.706085,45.495534,2024
Vol de véhicule à moteur,2024-08-22,soir,7.0,288846.726,5039714.349,-73.704126,45.497169,2024
Vol dans / sur véhicule à moteur,2024-10-11,jour,7.0,288846.726,5039714.349,-73.704126,45.497169,2024
Vol dans / sur véhicule à moteur,2024-09-27,jour,7.0,288846.726,5039714.349,-73.704126,45.497169,2024
Vol dans / sur véhicule à moteur,2024-12-10,jour,7.0,288846.726,5039714.349,-73.704126,45.497169,2024
Méfait,2024-02-06,soir,7.0,288836.977,5039722.907,-73.704251,45.497246,2024
Vol de véhicule à moteur,2024-02-01,soir,7.0,288836.977,5039722.907,-73.704251,45.497246,2024
Vol de véhicule à moteur,2024-10-07,nuit,1.0,274651.637995942,5034644.72700441,-73.885441,45.451082,2024
Introduction,2024-10-29,soir,21.0,300500.828000623,5040300.14699906,-73.555014,45.50261,2024
Vol de véhicule à moteur,2024-01-02,soir,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-11-04,soir,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Méfait,2024-10-07,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-09-23,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-09-16,soir,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-03-07,soir,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-03-06,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-10-28,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-10-24,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Méfait,2024-10-23,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-02-19,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-12-01,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Méfait,2024-11-24,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-11-22,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-11-18,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-11-10,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-11-07,nuit,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-08-12,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-08-05,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-07-19,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-04-17,soir,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-03-26,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-12-23,soir,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol dans / sur véhicule à moteur,2024-12-16,soir,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Vol de véhicule à moteur,2024-07-17,jour,21.0,300478.980002211,5040315.3029918,-73.555294,45.502746,2024
Introduction,2024-01-30,jour,5.0,278921.285764952,5035147.44868923,-73.830882,45.455777,2024
Introduction,2024-04-26,nuit,5.0,278921.285764952,5035147.44868923,-73.830882,45.455777,2024
Vol de véhicule à moteur,2024-08-24,jour,5.0,278921.285764952,5035147.44868923,-73.830882,45.455777,2024
Méfait,2024-12-09,jour,5.0,279013.560360521,5035213.71753636,-73.829705,45.456377,2024
Introduction,2024-10-27,jour,5.0,279629.02,5035465.104,-73.821849,45.458662,2024
Introduction,2024-10-24,soir,5.0,279629.02,5035465.104,-73.821849,45.458662,2024
Introduction,2024-01-02,soir,5.0,279639.625,5035372.5,-73.821709,45.457829,2024
Vol dans / sur véhicule à moteur,2024-06-16,soir,5.0,279639.625,5035372.5,-73.821709,45.457829,2024
Vol dans / sur véhicule à moteur,2024-03-01,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Vols qualifiés,2024-01-24,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Méfait,2024-01-12,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Vols qualifiés,2024-11-29,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Vol de véhicule à moteur,2025-01-21,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2025
Méfait,2024-05-12,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Méfait,2024-12-04,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Introduction,2024-12-09,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Vols qualifiés,2024-12-04,jour,5.0,280125.666,5033753.279,-73.815413,45.443276,2024
Méfait,2024-06-19,jour,4.0,278591.72900777205,5037103.6300052,-73.8352,45.473367,2024
Introduction,2024-07-26,nuit,4.0,278591.72900777205,5037103.6300052,-73.8352,45.473367,2024
Méfait,2024-04-14,jour,4.0,278591.72900777205,5037103.6300052,-73.8352,45.473367,2024
Vol dans / sur véhicule à moteur,2024-10-23,jour,4.0,278605.815993811,5037113.509006009,-73.83502,45.473457,2024
Introduction,2024-03-15,jour,4.0,278351.009993793,5037476.3599935295,-73.838298,45.476712,2024
Introduction,2025-01-09,soir,8.0,293525.90099796,5033947.22599439,-73.644123,45.445365,2025
Vol de véhicule à moteur,2024-01-01,nuit,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2024
Méfait,2024-02-02,nuit,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2024
Méfait,2025-01-03,nuit,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2025
Vol dans / sur véhicule à moteur,2024-09-19,soir,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2024
Introduction,2024-03-25,soir,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2024
Vols qualifiés,2024-08-24,jour,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2024
Vol de véhicule à moteur,2024-04-17,jour,8.0,293224.187997577,5034097.00000664,-73.647983,45.446708,2024
Méfait,2024-10-19,soir,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2024
Vol de véhicule à moteur,2024-11-23,jour,8.0,293451.93800186,5033971.50000693,-73.645069,45.445583,2024
Vol de véhicule à moteur,2024-10-27,jour,8.0,293609.937991499,5034174.00000442,-73.643053,45.447407,2024
Vol de véhicule à moteur,2025-01-16,jour,8.0,293609.937991499,5034174.00000442,-73.643053,45.447407,2025
Introduction,2024-01-24,jour,8.0,293332.831995505,5033865.65899202,-73.646589,45.444628,2024
Introduction,2024-02-16,soir,8.0,293332.831995505,5033865.65899202,-73.646589,45.444628,2024
Vol dans / sur véhicule à moteur,2024-09-29,soir,8.0,293270.71900451893,5033812.49999153,-73.647381,45.444149,2024
Vol dans / sur véhicule à moteur,2024-05-31,soir,8.0,293270.71900451893,5033812.49999153,-73.647381,45.444149,2024
Vols qualifiés,2024-06-07,soir,8.0,293270.71900451893,5033812.49999153,-73.647381,45.444149,2024
Vols qualifiés,2024-11-28,jour,8.0,293270.71900451893,5033812.49999153,-73.647381,45.444149,2024
Vol de véhicule à moteur,2024-07-25,soir,8.0,293270.71900451893,5033812.49999153,-73.647381,45.444149,2024
Introduction,2024-01-03,jour,21.0,300395.48,5040731.29,-73.556366,45.506489,2024
Vol dans / sur véhicule à moteur,2024-02-25,jour,21.0,300395.48,5040731.29,-73.556366,45.506489,2024
Vol de véhicule à moteur,2024-02-22,soir,21.0,300395.48,5040731.29,-73.556366,45.506489,2024
Introduction,2024-06-20,nuit,21.0,300395.48,5040731.29,-73.556366,45.506489,2024
Méfait,2024-06-25,jour,21.0,300395.48,5040731.29,-73.556366,45.506489,2024
Introduction,2024-06-07,jour,21.0,300395.48,5040731.29,-73.556366,45.506489,2024
Vols qualifiés,2024-10-28,soir,35.0,296354.39301070693,5045207.52799536,-73.608158,45.54673,2024
Vol dans / sur véhicule à moteur,2024-04-18,jour,35.0,296354.39301070693,5045207.52799536,-73.608158,45.54673,2024
Vol de véhicule à moteur,2024-06-10,soir,35.0,296354.39301070693,5045207.52799536,-73.608158,45.54673,2024
Vols qualifiés,2024-08-15,jour,31.0,296602.208000836,5045599.23600774,-73.604991,45.550258,2024
Vols qualifiés,2024-04-12,jour,31.0,296602.208000836,5045599.23600774,-73.604991,45.550258,2024
Vols qualifiés,2024-09-10,jour,31.0,296602.208000836,5045599.23600774,-73.604991,45.550258,2024
Introduction,2024-01-02,jour,31.0,296673.49900584493,5045717.50600022,-73.60408,45.551323,2024
Méfait,2024-08-11,nuit,31.0,296710.859003655,5045774.66900294,-73.603603,45.551838,2024
Méfait,2024-05-21,jour,31.0,296751.556992757,5045841.87900504,-73.603083,45.552443,2024
Méfait,2024-05-01,jour,31.0,296751.556992757,5045841.87900504,-73.603083,45.552443,2024
Vol dans / sur véhicule à moteur,2024-08-10,jour,31.0,296751.556992757,5045841.87900504,-73.603083,45.552443,2024
Vol dans / sur véhicule à moteur,2024-08-10,soir,30.0,297552.967994308,5047230.76699253,-73.592839,45.56495,2024
Méfait,2024-02-28,jour,30.0,297707.388998693,5047468.05299596,-73.590864,45.567086,2024
Vol de véhicule à moteur,2024-08-11,jour,30.0,297707.388998693,5047468.05299596,-73.590864,45.567086,2024
Vols qualifiés,2024-02-29,soir,31.0,296792.743996095,5045906.63700202,-73.602556,45.553026,2024
Méfait,2024-04-02,nuit,31.0,296792.743996095,5045906.63700202,-73.602556,45.553026,2024
Vols qualifiés,2024-08-14,nuit,30.0,296834.423,5045972.375,-73.602023,45.553618,2024
Introduction,2024-04-17,soir,30.0,296834.423,5045972.375,-73.602023,45.553618,2024
Vol de véhicule à moteur,2025-01-11,nuit,30.0,296877.480000651,5046044.07599268,-73.601473,45.554264,2025
Introduction,2024-07-02,nuit,30.0,296877.480000651,5046044.07599268,-73.601473,45.554264,2024
Méfait,2024-01-01,jour,30.0,297048.080996852,5046322.53200216,-73.599292,45.556772,2024
Introduction,2024-02-24,soir,30.0,297068.561991829,5046404.49899584,-73.599031,45.557509,2024
Vol de véhicule à moteur,2025-01-27,jour,30.0,297151.116004927,5046596.11299135,-73.597977,45.559234,2025
Méfait,2024-08-07,soir,30.0,297187.560996865,5046653.75299849,-73.597511,45.559754,2024
Introduction,2025-01-11,jour,30.0,297187.560996865,5046653.75299849,-73.597511,45.559754,2025
Vol dans / sur véhicule à moteur,2024-06-04,jour,5.0,280770.624989633,5032968.50000592,-73.80713,45.436236,2024
Vol dans / sur véhicule à moteur,2024-09-20,jour,5.0,280770.624989633,5032968.50000592,-73.80713,45.436236,2024
Méfait,2024-09-14,jour,5.0,280770.624989633,5032968.50000592,-73.80713,45.436236,2024
Méfait,2024-02-16,jour,5.0,280524.687995825,5032729.50000282,-73.810262,45.434077,2024
Vol de véhicule à moteur,2024-10-31,jour,5.0,280524.687995825,5032729.50000282,-73.810262,45.434077,2024
Introduction,2024-04-20,soir,5.0,281569.659,5034189.807,-73.796975,45.447253,2024
Introduction,2024-04-20,soir,5.0,281569.659,5034189.807,-73.796975,45.447253,2024
Vol de véhicule à moteur,2024-12-10,jour,5.0,281307.000001013,5033847.00000387,-73.800317,45.44416,2024
Introduction,2024-02-21,soir,5.0,279502.780993913,5032252.49999327,-73.823298,45.429749,2024
Introduction,2024-07-20,soir,5.0,279502.780993913,5032252.49999327,-73.823298,45.429749,2024
Introduction,2024-11-18,jour,5.0,279394.75,5032192.5,-73.824676,45.429205,2024
Vol dans / sur véhicule à moteur,2025-01-30,soir,5.0,279394.75,5032192.5,-73.824676,45.429205,2025
Introduction,2025-01-06,nuit,5.0,279259.281,5032154.0,-73.826405,45.428854,2025
Introduction,2024-02-19,jour,5.0,279315.521,5032170.248,-73.825687,45.429002,2024
Introduction,2024-01-20,jour,5.0,279082.875000831,5032129.00000517,-73.828658,45.428622,2024
Méfait,2024-07-27,jour,5.0,282032.615,5034306.825,-73.791062,45.448321,2024
Introduction,2024-07-03,soir,5.0,282619.406,5034180.5,-73.783555,45.447204,2024
Introduction,2024-01-09,jour,5.0,282619.406,5034180.5,-73.783555,45.447204,2024
Introduction,2024-01-25,soir,5.0,282619.406,5034180.5,-73.783555,45.447204,2024
Vol dans / sur véhicule à moteur,2024-09-30,jour,5.0,282619.406,5034180.5,-73.783555,45.447204,2024
Vol de véhicule à moteur,2024-09-14,soir,5.0,282619.406,5034180.5,-73.783555,45.447204,2024
Introduction,2024-03-09,jour,5.0,282258.955,5034267.918,-73.788167,45.447979,2024
Introduction,2024-10-19,jour,5.0,282258.955,5034267.918,-73.788167,45.447979,2024
Introduction,2024-05-25,jour,5.0,282129.211,5034299.0,-73.789827,45.448254,2024
Vols qualifiés,2024-06-22,soir,42.0,296200.62500356,5049743.99999619,-73.610207,45.587549,2024
Méfait,2024-06-19,nuit,42.0,296200.62500356,5049743.99999619,-73.610207,45.587549,2024
Vols qualifiés,2024-07-07,soir,42.0,296200.62500356,5049743.99999619,-73.610207,45.587549,2024
Vol de véhicule à moteur,2024-06-08,nuit,42.0,296200.62500356,5049743.99999619,-73.610207,45.587549,2024
Méfait,2024-10-25,jour,42.0,297023.906003593,5050902.50000605,-73.599675,45.597983,2024
Vol de véhicule à moteur,2024-11-09,jour,42.0,297023.906003593,5050902.50000605,-73.599675,45.597983,2024
Vol de véhicule à moteur,2024-08-11,jour,42.0,296353.18799805694,5049966.99999808,-73.608256,45.589557,2024
Vols qualifiés,2024-12-01,soir,42.0,296981.294008318,5050642.69099269,-73.600217,45.595645,2024
Vol de véhicule à moteur,2024-09-09,nuit,42.0,296164.795006789,5049687.16800306,-73.610666,45.587037,2024
Introduction,2024-04-06,soir,42.0,297003.469008758,5051085.99999408,-73.59994,45.599634,2024
Méfait,2024-09-08,nuit,42.0,297029.938007469,5051151.999992169,-73.599602,45.600228,2024
Vol de véhicule à moteur,2024-09-03,jour,42.0,296449.093997745,5051029.99999903,-73.607045,45.599124,2024
Vol de véhicule à moteur,2024-03-08,nuit,42.0,296350.874991571,5050821.50000339,-73.6083,45.597246,2024
Vol de véhicule à moteur,2024-01-02,jour,42.0,296350.874991571,5050821.50000339,-73.6083,45.597246,2024
Vol de véhicule à moteur,2024-07-07,nuit,42.0,296350.874991571,5050821.50000339,-73.6083,45.597246,2024
Méfait,2024-06-17,soir,42.0,296537.12500027,5051143.50000242,-73.605919,45.600146,2024
Méfait,2024-09-03,jour,42.0,296537.12500027,5051143.50000242,-73.605919,45.600146,2024
Vol de véhicule à moteur,2024-05-20,jour,42.0,295498.218991244,5049289.00000434,-73.619201,45.583446,2024
Méfait,2024-11-26,soir,42.0,296209.03100146,5050497.99999106,-73.610113,45.594334,2024
Vol de véhicule à moteur,2024-07-24,nuit,42.0,295949.250007791,5050007.50000857,-73.613434,45.589917,2024
Vol de véhicule à moteur,2024-02-19,jour,42.0,295908.968991796,5049944.99999871,-73.613949,45.589354,2024
Vol dans / sur véhicule à moteur,2024-07-20,jour,42.0,295908.968991796,5049944.99999871,-73.613949,45.589354,2024
Vol dans / sur véhicule à moteur,2024-08-10,jour,42.0,297293.750005376,5051756.99999302,-73.596229,45.605675,2024
Vol dans / sur véhicule à moteur,2024-05-25,jour,42.0,297293.750005376,5051756.99999302,-73.596229,45.605675,2024
Vol dans / sur véhicule à moteur,2024-05-08,soir,42.0,295721.492998617,5049585.23199188,-73.616345,45.586114,2024
Vol de véhicule à moteur,2024-12-28,jour,42.0,295761.534991446,5049648.44099892,-73.615833,45.586684,2024
Vol de véhicule à moteur,2024-03-21,nuit,5.0,285076.809,5034609.954,-73.752157,45.451142,2024
Méfait,2024-03-18,jour,5.0,285076.809,5034609.954,-73.752157,45.451142,2024
Vol dans / sur véhicule à moteur,2024-07-24,soir,5.0,285076.809,5034609.954,-73.752157,45.451142,2024
Vol dans / sur véhicule à moteur,2024-07-24,soir,5.0,285076.809,5034609.954,-73.752157,45.451142,2024
Méfait,2024-07-16,jour,42.0,298215.124994627,5049366.99999875,-73.584385,45.584179,2024
Introduction,2024-11-28,jour,42.0,298215.124994627,5049366.99999875,-73.584385,45.584179,2024
Vol de véhicule à moteur,2024-10-07,nuit,5.0,281447.0939893751,5036367.4999993695,-73.798645,45.466845,2024
Introduction,2024-10-21,jour,5.0,281094.688005627,5036356.999998,-73.803152,45.466738,2024
Vol de véhicule à moteur,2024-01-09,nuit,5.0,281590.406007589,5035638.99999208,-73.796778,45.460294,2024
