CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE,Year
Vol de véhicule à moteur,2024-01-23,soir,39.0,295419.275003421,5050819.51000348,-73.620242,45.597217,2024
Vol de véhicule à moteur,2025-01-05,jour,39.0,295419.275003421,5050819.51000348,-73.620242,45.597217,2025
Introduction,2025-01-05,jour,39.0,295419.275003421,5050819.51000348,-73.620242,45.597217,2025
Vol dans / sur véhicule à moteur,2024-04-21,jour,39.0,295419.275003421,5050819.51000348,-73.620242,45.597217,2024
Vol dans / sur véhicule à moteur,2024-12-03,soir,39.0,294654.264993667,5051854.98200546,-73.630069,45.606523,2024
Vol dans / sur véhicule à moteur,2024-02-19,soir,39.0,294999.592010084,5051392.92200362,-73.625633,45.602371,2024
Vol de véhicule à moteur,2024-05-03,soir,39.0,294999.592010084,5051392.92200362,-73.625633,45.602371,2024
Méfait,2024-04-27,jour,39.0,294999.592010084,5051392.92200362,-73.625633,45.602371,2024
Vol dans / sur véhicule à moteur,2024-01-31,jour,39.0,295140.718994961,5051202.50000571,-73.62382,45.600659,2024
Vol de véhicule à moteur,2024-11-17,jour,39.0,295140.718994961,5051202.50000571,-73.62382,45.600659,2024
Vol de véhicule à moteur,2025-01-18,soir,39.0,295140.718994961,5051202.50000571,-73.62382,45.600659,2025
Méfait,2024-04-27,nuit,4.0,282779.656002983,5038717.00000148,-73.78171,45.48803,2024
Introduction,2024-09-08,jour,4.0,282621.313009317,5038948.99999144,-73.783746,45.490112,2024
Vol de véhicule à moteur,2024-12-13,jour,3.0,283579.000004683,5040260.999998529,-73.77155,45.501948,2024
Vol de véhicule à moteur,2024-11-03,soir,3.0,283579.000004683,5040260.999998529,-73.77155,45.501948,2024
Vol de véhicule à moteur,2024-07-23,soir,35.0,295398.691998378,5043618.89199981,-73.620367,45.532423,2024
Introduction,2024-09-29,jour,31.0,295217.514,5043312.57,-73.622681,45.529664,2024
Méfait,2024-04-30,soir,31.0,295217.514,5043312.57,-73.622681,45.529664,2024
Méfait,2024-01-13,nuit,31.0,295217.514,5043312.57,-73.622681,45.529664,2024
Vol de véhicule à moteur,2024-08-05,soir,7.0,287978.481,5039525.131,-73.715229,45.495446,2024
Vol dans / sur véhicule à moteur,2024-11-10,soir,7.0,288595.280997788,5038978.50000226,-73.707319,45.490542,2024
Vol dans / sur véhicule à moteur,2024-03-26,jour,7.0,288356.54199019494,5039184.69600462,-73.71038,45.492392,2024
Vol dans / sur véhicule à moteur,2024-11-11,jour,7.0,291673.807008795,5043373.9869997,-73.668051,45.530159,2024
Introduction,2024-01-15,nuit,7.0,287492.598989491,5038225.1219981,-73.721399,45.483736,2024
Vol de véhicule à moteur,2024-09-07,soir,7.0,289339.492007645,5040288.43899237,-73.697839,45.502346,2024
Introduction,2024-01-03,jour,7.0,289752.391995658,5040729.5229939,-73.692569,45.506324,2024
Vol dans / sur véhicule à moteur,2024-03-18,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol dans / sur véhicule à moteur,2024-03-18,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-03-17,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol dans / sur véhicule à moteur,2024-03-17,jour,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-06-20,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-06-20,jour,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Introduction,2024-03-26,nuit,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-11-22,jour,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-05-11,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Méfait,2024-05-03,jour,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-06-01,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-05-25,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Méfait,2024-05-24,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-05-24,jour,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-10-24,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Méfait,2024-11-25,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-11-25,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-11-22,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Méfait,2025-01-15,jour,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2025
Vol de véhicule à moteur,2024-04-20,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-04-05,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-06-15,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol dans / sur véhicule à moteur,2024-05-29,soir,3.0,276942.999990005,5038717.99999812,-73.856378,45.48783,2024
Vol de véhicule à moteur,2024-11-08,jour,3.0,276683.62600836,5038290.17099455,-73.859671,45.48397,2024
Introduction,2024-08-13,nuit,3.0,276683.62600836,5038290.17099455,-73.859671,45.48397,2024
Vol dans / sur véhicule à moteur,2024-06-12,jour,3.0,276683.62600836,5038290.17099455,-73.859671,45.48397,2024
Méfait,2024-04-01,jour,3.0,279664.116,5040724.416,-73.821669,45.505988,2024
Méfait,2024-09-19,jour,3.0,279664.116,5040724.416,-73.821669,45.505988,2024
Vols qualifiés,2024-05-09,jour,3.0,279664.116,5040724.416,-73.821669,45.505988,2024
Méfait,2024-12-30,nuit,3.0,279664.116,5040724.416,-73.821669,45.505988,2024
Vols qualifiés,2024-12-02,soir,3.0,279664.116,5040724.416,-73.821669,45.505988,2024
Méfait,2024-02-17,soir,3.0,279796.145,5040806.733,-73.819984,45.506733,2024
Vol de véhicule à moteur,2024-01-05,nuit,3.0,279796.145,5040806.733,-73.819984,45.506733,2024
Méfait,2024-08-18,jour,3.0,277719.781,5039589.5,-73.846488,45.495703,2024
Vols qualifiés,2024-11-19,soir,3.0,279533.983,5040637.643,-73.82333,45.505202,2024
Méfait,2024-09-24,soir,3.0,279533.983,5040637.643,-73.82333,45.505202,2024
Vol de véhicule à moteur,2024-04-22,jour,3.0,279533.983,5040637.643,-73.82333,45.505202,2024
Vol dans / sur véhicule à moteur,2024-11-30,jour,5.0,279639.625,5034745.0,-73.821677,45.452182,2024
Vol de véhicule à moteur,2024-12-20,jour,4.0,280403.781004109,5039392.00000531,-73.812138,45.494025,2024
Vol de véhicule à moteur,2024-09-15,soir,4.0,279774.99999654,5039110.99999676,-73.820168,45.491474,2024
Méfait,2024-12-18,nuit,4.0,279855.691008498,5039165.25500354,-73.819139,45.491965,2024
Introduction,2024-01-03,soir,4.0,278414.562993318,5038303.99999674,-73.83753,45.484162,2024
Vol de véhicule à moteur,2025-01-03,nuit,42.0,296981.294008318,5050642.69099269,-73.600217,45.595645,2025
Vol dans / sur véhicule à moteur,2024-05-16,jour,5.0,282724.136006971,5035081.29600352,-73.782257,45.455313,2024
Vol dans / sur véhicule à moteur,2024-03-26,soir,4.0,277679.374990168,5038136.49999158,-73.846925,45.482627,2024
Vol dans / sur véhicule à moteur,2024-03-26,jour,4.0,277638.4689965,5038201.49999304,-73.847452,45.48321,2024
Vol de véhicule à moteur,2024-07-18,nuit,4.0,277189.937997753,5037327.499998289,-73.85314,45.475328,2024
Méfait,2024-07-08,jour,4.0,277380.294993408,5036471.66599791,-73.850658,45.467634,2024
Vol dans / sur véhicule à moteur,2024-04-15,jour,4.0,277318.000003783,5037143.999991929,-73.851492,45.473682,2024
Méfait,2024-08-04,jour,38.0,299989.188995022,5043925.60000464,-73.561597,45.53523,2024
Vol de véhicule à moteur,2024-07-25,jour,38.0,299798.689009616,5044039.60000635,-73.564037,45.536254,2024
Vol de véhicule à moteur,2024-06-07,soir,38.0,299798.689009616,5044039.60000635,-73.564037,45.536254,2024
Vol de véhicule à moteur,2024-11-01,soir,38.0,299728.189000343,5044084.1000034,-73.56494,45.536654,2024
Introduction,2024-09-28,jour,38.0,299728.189000343,5044084.1000034,-73.56494,45.536654,2024
Introduction,2024-10-10,soir,38.0,299728.189000343,5044084.1000034,-73.56494,45.536654,2024
Vol dans / sur véhicule à moteur,2024-08-20,jour,38.0,299576.189010582,5044180.60000894,-73.566888,45.537521,2024
Vol de véhicule à moteur,2024-09-23,jour,38.0,299576.189010582,5044180.60000894,-73.566888,45.537521,2024
Introduction,2024-03-06,soir,38.0,299395.023995888,5044296.73699554,-73.569209,45.538565,2024
Vol dans / sur véhicule à moteur,2024-09-24,jour,22.0,300311.935005795,5043714.07900552,-73.557463,45.533328,2024
Vol dans / sur véhicule à moteur,2024-05-18,nuit,22.0,300311.935005795,5043714.07900552,-73.557463,45.533328,2024
Vol dans / sur véhicule à moteur,2024-08-03,soir,22.0,300136.858998081,5043827.559994009,-73.559705,45.534348,2024
Vol dans / sur véhicule à moteur,2025-01-12,jour,22.0,300136.858998081,5043827.559994009,-73.559705,45.534348,2025
Introduction,2024-12-25,nuit,3.0,276683.688002717,5036971.00000526,-73.859595,45.4721,2024
Vol dans / sur véhicule à moteur,2024-07-17,jour,5.0,280949.124996705,5034066.49999919,-73.804902,45.446123,2024
Vol de véhicule à moteur,2024-12-06,nuit,42.0,297279.03099393,5049005.00000587,-73.596375,45.580912,2024
Méfait,2024-10-23,soir,42.0,297279.03099393,5049005.00000587,-73.596375,45.580912,2024
Introduction,2024-01-05,soir,42.0,297026.655991041,5048487.00000584,-73.599601,45.576248,2024
Vol de véhicule à moteur,2024-08-10,nuit,42.0,296903.938010037,5049728.99999162,-73.601194,45.587422,2024
Vol dans / sur véhicule à moteur,2024-01-07,jour,42.0,296925.249995036,5049208.49999999,-73.600912,45.582739,2024
Méfait,2024-11-24,jour,42.0,296986.09400822,5049179.50000583,-73.600132,45.582479,2024
Vol de véhicule à moteur,2024-06-10,soir,42.0,297192.500002084,5049398.50000284,-73.59749,45.584452,2024
Vol dans / sur véhicule à moteur,2024-05-23,soir,42.0,297043.531009441,5049138.49999702,-73.599395,45.58211,2024
Vol dans / sur véhicule à moteur,2024-10-10,jour,42.0,297043.531009441,5049138.49999702,-73.599395,45.58211,2024
Vol de véhicule à moteur,2024-10-03,jour,42.0,297043.531009441,5049138.49999702,-73.599395,45.58211,2024
Vol dans / sur véhicule à moteur,2024-03-29,jour,42.0,297372.062996032,5049269.99999488,-73.595187,45.583297,2024
Vol dans / sur véhicule à moteur,2024-02-17,soir,42.0,297361.655998493,5049114.00000606,-73.595318,45.581893,2024
Vol dans / sur véhicule à moteur,2024-01-19,jour,42.0,297247.000004544,5048701.49999964,-73.596781,45.57818,2024
Vol dans / sur véhicule à moteur,2024-09-11,jour,42.0,296995.562992996,5048860.49999671,-73.600006,45.579608,2024
Vol dans / sur véhicule à moteur,2024-06-03,soir,42.0,297545.125001144,5049165.4999979,-73.592968,45.582359,2024
Vol dans / sur véhicule à moteur,2024-11-01,jour,5.0,286854.530995785,5035005.49999539,-73.729444,45.454749,2024
Méfait,2024-04-02,jour,5.0,286959.938005669,5034497.00000008,-73.728078,45.450176,2024
Méfait,2024-01-02,jour,42.0,296638.812991342,5050271.50000095,-73.6046,45.592301,2024
Vol de véhicule à moteur,2024-09-22,jour,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Vol de véhicule à moteur,2024-07-02,jour,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Introduction,2024-06-06,jour,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Vols qualifiés,2024-05-26,jour,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Vol dans / sur véhicule à moteur,2024-02-11,jour,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Vol de véhicule à moteur,2024-08-05,soir,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Vols qualifiés,2025-01-13,soir,7.0,289049.711,5042097.516,-73.701605,45.518619,2025
Vols qualifiés,2024-06-08,jour,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Vol de véhicule à moteur,2024-06-08,jour,7.0,289049.711,5042097.516,-73.701605,45.518619,2024
Vols qualifiés,2024-04-26,soir,7.0,289040.982,5042087.775,-73.701716,45.518531,2024
Introduction,2024-04-08,nuit,7.0,289040.982,5042087.775,-73.701716,45.518531,2024
Vol dans / sur véhicule à moteur,2024-10-01,soir,7.0,289040.982,5042087.775,-73.701716,45.518531,2024
Vol dans / sur véhicule à moteur,2025-01-02,jour,7.0,289040.982,5042087.775,-73.701716,45.518531,2025
Vols qualifiés,2025-01-06,soir,7.0,289040.982,5042087.775,-73.701716,45.518531,2025
Vol de véhicule à moteur,2024-12-29,jour,7.0,289040.982,5042087.775,-73.701716,45.518531,2024
Introduction,2024-12-29,nuit,7.0,289040.982,5042087.775,-73.701716,45.518531,2024
Vol de véhicule à moteur,2024-04-25,jour,7.0,289556.346,5041648.345,-73.695106,45.514588,2024
Vol de véhicule à moteur,2024-07-14,soir,7.0,289556.346,5041648.345,-73.695106,45.514588,2024
Vol dans / sur véhicule à moteur,2024-06-25,soir,7.0,289556.346,5041648.345,-73.695106,45.514588,2024
Vol dans / sur véhicule à moteur,2024-06-18,soir,7.0,289556.346,5041648.345,-73.695106,45.514588,2024
Vol dans / sur véhicule à moteur,2024-05-26,jour,7.0,289556.346,5041648.345,-73.695106,45.514588,2024
Vol dans / sur véhicule à moteur,2024-07-11,soir,7.0,289556.346,5041648.345,-73.695106,45.514588,2024
Vol dans / sur véhicule à moteur,2024-06-09,jour,7.0,289556.346,5041648.345,-73.695106,45.514588,2024
Méfait,2024-01-06,soir,7.0,289546.401,5041638.399,-73.695233,45.514498,2024
Méfait,2024-07-30,jour,7.0,289546.401,5041638.399,-73.695233,45.514498,2024
Vol de véhicule à moteur,2024-05-23,soir,7.0,291532.832,5040431.203,-73.669776,45.503676,2024
Vol de véhicule à moteur,2024-10-06,jour,7.0,291342.407,5040376.258,-73.672211,45.503178,2024
Vol de véhicule à moteur,2025-01-19,nuit,7.0,291342.407,5040376.258,-73.672211,45.503178,2025
Vol de véhicule à moteur,2024-10-03,jour,7.0,291973.472631591,5040938.87935677,-73.66415,45.508253,2024
Introduction,2024-03-07,nuit,15.0,298402.757001941,5037123.502004529,-73.581821,45.474009,2024
Vol de véhicule à moteur,2024-04-24,jour,15.0,298402.757001941,5037123.502004529,-73.581821,45.474009,2024
Vol de véhicule à moteur,2024-04-23,soir,15.0,298402.757001941,5037123.502004529,-73.581821,45.474009,2024
Vol de véhicule à moteur,2024-09-10,jour,15.0,298286.483006668,5037204.53899181,-73.583309,45.474737,2024
Méfait,2024-04-01,soir,15.0,298184.96499667,5037268.77100773,-73.584608,45.475314,2024
Méfait,2024-08-23,jour,15.0,297996.911,5037390.251,-73.587015,45.476405,2024
Introduction,2024-02-17,jour,15.0,297996.911,5037390.251,-73.587015,45.476405,2024
Méfait,2024-08-04,nuit,15.0,297996.911,5037390.251,-73.587015,45.476405,2024
Méfait,2024-07-28,soir,15.0,297996.911,5037390.251,-73.587015,45.476405,2024
Méfait,2024-09-10,soir,15.0,297996.911,5037390.251,-73.587015,45.476405,2024
Méfait,2024-09-15,soir,15.0,297831.079010096,5037493.03800331,-73.589138,45.477329,2024
Vol dans / sur véhicule à moteur,2024-06-20,soir,15.0,297772.9780008911,5037539.03799531,-73.589881,45.477742,2024
Vol dans / sur véhicule à moteur,2024-06-11,soir,7.0,292220.423768,5041499.967114,-73.661004,45.513306,2024
Méfait,2024-08-05,jour,7.0,292190.293115,5041427.048052,-73.661388,45.512649,2024
Vol de véhicule à moteur,2024-01-01,soir,7.0,292277.852153,5041642.402734,-73.660273,45.514589,2024
Vol dans / sur véhicule à moteur,2024-02-08,jour,39.0,294820.656007448,5053365.99999153,-73.627967,45.620122,2024
Méfait,2024-03-11,soir,39.0,294820.656007448,5053365.99999153,-73.627967,45.620122,2024
Vol de véhicule à moteur,2024-12-02,soir,1.0,274651.637995942,5034644.72700441,-73.885441,45.451082,2024
Méfait,2024-10-25,jour,3.0,283483.151993498,5040008.36999873,-73.772766,45.499672,2024
Méfait,2024-06-22,soir,3.0,283483.151993498,5040008.36999873,-73.772766,45.499672,2024
Introduction,2024-12-09,jour,3.0,283151.203,5040396.205,-73.777031,45.503151,2024
Vol de véhicule à moteur,2024-06-25,jour,3.0,283151.203,5040396.205,-73.777031,45.503151,2024
Introduction,2024-12-03,nuit,3.0,283151.203,5040396.205,-73.777031,45.503151,2024
Introduction,2024-11-27,jour,3.0,283151.203,5040396.205,-73.777031,45.503151,2024
Vol de véhicule à moteur,2024-12-06,jour,3.0,283281.156,5040280.5,-73.775363,45.502114,2024
Méfait,2024-06-11,jour,3.0,283281.156,5040280.5,-73.775363,45.502114,2024
Vol dans / sur véhicule à moteur,2024-09-28,jour,4.0,282492.249989348,5039792.49999707,-73.785435,45.497698,2024
Vols qualifiés,2024-06-21,jour,4.0,282492.249989348,5039792.49999707,-73.785435,45.497698,2024
Introduction,2024-01-18,soir,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Introduction,2024-02-16,soir,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Vol de véhicule à moteur,2024-09-14,jour,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Vol dans / sur véhicule à moteur,2024-03-18,soir,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Vol de véhicule à moteur,2024-08-07,nuit,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Introduction,2025-01-15,jour,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2025
Méfait,2024-04-30,nuit,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Vol de véhicule à moteur,2024-12-16,jour,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Méfait,2024-06-18,jour,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Vol de véhicule à moteur,2024-05-22,jour,4.0,282172.875002106,5039587.50000799,-73.789512,45.495843,2024
Introduction,2024-12-30,jour,4.0,281305.280996443,5039062.99999315,-73.800588,45.491095,2024
Vols qualifiés,2024-01-23,jour,4.0,281853.938002646,5039502.99999877,-73.793589,45.495073,2024
Vol de véhicule à moteur,2025-01-04,jour,4.0,282642.906003985,5039893.0000075,-73.783512,45.498607,2025
Introduction,2024-06-30,nuit,4.0,282642.906003985,5039893.0000075,-73.783512,45.498607,2024
Introduction,2024-08-13,nuit,3.0,282879.043,5040011.79,-73.780496,45.499684,2024
Méfait,2024-04-21,jour,4.0,282879.043,5040011.79,-73.780496,45.499684,2024
Vol dans / sur véhicule à moteur,2024-07-15,soir,3.0,283334.129,5040371.984,-73.774689,45.502939,2024
Méfait,2024-09-22,jour,3.0,283334.129,5040371.984,-73.774689,45.502939,2024
Introduction,2024-11-08,soir,8.0,293708.072017846,5034027.38004493,-73.641796,45.44609,2024
Méfait,2024-06-25,nuit,8.0,293708.072017846,5034027.38004493,-73.641796,45.44609,2024
Introduction,2024-09-16,soir,3.0,277672.406001771,5039678.49999536,-73.8471,45.496502,2024
Introduction,2024-06-15,soir,3.0,277898.406004304,5039255.0000076,-73.844185,45.4927,2024
Vol de véhicule à moteur,2024-01-11,soir,15.0,299266.760990184,5038962.55099472,-73.570791,45.490565,2024
Vol de véhicule à moteur,2024-01-28,soir,15.0,299266.760990184,5038962.55099472,-73.570791,45.490565,2024
Vol dans / sur véhicule à moteur,2025-01-27,nuit,15.0,299196.35999194,5039012.55099161,-73.571692,45.491014,2025
Vol dans / sur véhicule à moteur,2024-09-06,jour,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2024
Méfait,2024-09-23,jour,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2024
Vol de véhicule à moteur,2024-07-05,jour,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2024
Vol de véhicule à moteur,2024-08-25,jour,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2024
Vol de véhicule à moteur,2024-08-11,jour,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2024
Vol de véhicule à moteur,2024-08-05,jour,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2024
Introduction,2025-01-20,soir,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2025
Vol dans / sur véhicule à moteur,2025-01-17,jour,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2025
Introduction,2025-01-17,nuit,15.0,299638.865991703,5038709.05100371,-73.566027,45.488286,2025
Méfait,2024-11-13,soir,15.0,299446.4629894481,5038849.55100799,-73.56849,45.489549,2024
Vol de véhicule à moteur,2024-06-17,jour,8.0,293525.90099796,5033947.22599439,-73.644123,45.445365,2024
Méfait,2024-11-22,jour,8.0,293525.90099796,5033947.22599439,-73.644123,45.445365,2024
Vol de véhicule à moteur,2025-01-02,soir,8.0,293525.90099796,5033947.22599439,-73.644123,45.445365,2025
Vols qualifiés,2024-08-15,jour,8.0,293525.90099796,5033947.22599439,-73.644123,45.445365,2024
Introduction,2024-07-27,jour,8.0,293525.90099796,5033947.22599439,-73.644123,45.445365,2024
Méfait,2024-05-29,jour,3.0,279533.983,5040637.643,-73.82333,45.505202,2024
Vol de véhicule à moteur,2024-04-11,jour,3.0,279533.983,5040637.643,-73.82333,45.505202,2024
Méfait,2024-04-26,nuit,3.0,279360.174991608,5040566.12300062,-73.825551,45.504552,2024
Vols qualifiés,2024-04-11,jour,3.0,276479.32,5038083.14,-73.862273,45.482099,2024
Vol dans / sur véhicule à moteur,2024-07-24,jour,3.0,274262.374995558,5036244.499991249,-73.890517,45.465461,2024
Introduction,2024-03-10,jour,15.0,298582.18300421,5038379.58200017,-73.579542,45.485313,2024
Vol dans / sur véhicule à moteur,2024-06-17,nuit,15.0,298582.18300421,5038379.58200017,-73.579542,45.485313,2024
Méfait,2025-01-02,soir,15.0,298875.09100638,5038692.65000268,-73.575798,45.488133,2025
Vol dans / sur véhicule à moteur,2024-03-29,soir,15.0,298875.09100638,5038692.65000268,-73.575798,45.488133,2024
Introduction,2024-12-08,jour,15.0,298875.09100638,5038692.65000268,-73.575798,45.488133,2024
Vol de véhicule à moteur,2024-09-01,jour,15.0,298777.476006049,5038607.1030005,-73.577046,45.487362,2024
Méfait,2024-10-11,jour,15.0,298777.476006049,5038607.1030005,-73.577046,45.487362,2024
Vol de véhicule à moteur,2024-10-10,jour,15.0,298777.476006049,5038607.1030005,-73.577046,45.487362,2024
Vol dans / sur véhicule à moteur,2024-05-17,jour,15.0,298777.476006049,5038607.1030005,-73.577046,45.487362,2024
Introduction,2024-07-20,soir,15.0,298568.566995348,5038360.745991929,-73.579716,45.485144,2024
Vol dans / sur véhicule à moteur,2024-02-10,jour,5.0,279699.875002534,5032805.50000396,-73.820807,45.434732,2024
Méfait,2024-06-10,soir,5.0,279210.734164921,5033285.02166045,-73.827084,45.439029,2024
Introduction,2024-04-13,soir,5.0,279263.313006364,5033035.99999897,-73.826399,45.43679,2024
Méfait,2024-02-06,jour,5.0,279363.375005824,5032704.999993529,-73.825103,45.433815,2024
Introduction,2024-01-22,soir,5.0,279363.375005824,5032704.999993529,-73.825103,45.433815,2024
Vol de véhicule à moteur,2024-03-27,soir,5.0,279363.375005824,5032704.999993529,-73.825103,45.433815,2024
Vol dans / sur véhicule à moteur,2024-08-30,soir,5.0,279687.374999219,5032017.99999338,-73.820927,45.427645,2024
Introduction,2024-07-01,jour,42.0,296659.530995847,5050685.000004,-73.604342,45.596022,2024
Vol dans / sur véhicule à moteur,2024-12-18,soir,42.0,296502.5309919071,5049673.49999489,-73.606337,45.586918,2024
Vol dans / sur véhicule à moteur,2024-12-26,soir,38.0,299275.59499336,5043353.093,-73.570727,45.530073,2024
Vol de véhicule à moteur,2024-04-16,nuit,39.0,294432.969000463,5053096.000001,-73.632932,45.617687,2024
Vol de véhicule à moteur,2024-08-05,nuit,39.0,294944.438,5053800.5,-73.626388,45.624034,2024
Vol dans / sur véhicule à moteur,2024-05-31,jour,39.0,294896.59399726,5053623.00000744,-73.626998,45.622436,2024
Méfait,2024-02-29,nuit,39.0,295386.999999616,5053079.00000315,-73.620699,45.617548,2024
Vol de véhicule à moteur,2024-08-31,soir,39.0,295359.750009097,5053243.00000175,-73.621051,45.619023,2024
Méfait,2025-01-16,jour,39.0,295421.28300795,5053286.64199963,-73.620263,45.619417,2025
Vols qualifiés,2024-08-27,soir,39.0,295837.875002028,5052847.99999149,-73.614913,45.615475,2024
Vol de véhicule à moteur,2024-10-03,soir,39.0,295925.781009019,5052732.99999315,-73.613784,45.614441,2024
Vols qualifiés,2024-09-19,soir,39.0,295925.781009019,5052732.99999315,-73.613784,45.614441,2024
Vol dans / sur véhicule à moteur,2024-11-24,jour,39.0,295482.584009949,5053333.28200708,-73.619478,45.619837,2024
Vol dans / sur véhicule à moteur,2024-12-31,jour,39.0,295482.584009949,5053333.28200708,-73.619478,45.619837,2024
Vol dans / sur véhicule à moteur,2024-12-09,soir,39.0,295482.584009949,5053333.28200708,-73.619478,45.619837,2024
Vol dans / sur véhicule à moteur,2024-06-05,jour,39.0,295482.584009949,5053333.28200708,-73.619478,45.619837,2024
Méfait,2024-04-14,soir,39.0,295737.750001392,5052773.00000533,-73.616196,45.614799,2024
Vol dans / sur véhicule à moteur,2024-04-04,jour,39.0,295689.53100848,5052560.5000048,-73.61681,45.612886,2024
Vol de véhicule à moteur,2024-01-28,soir,39.0,295689.53100848,5052560.5000048,-73.61681,45.612886,2024
Méfait,2025-01-02,jour,39.0,295689.53100848,5052560.5000048,-73.61681,45.612886,2025
Vol dans / sur véhicule à moteur,2024-05-16,soir,39.0,295689.53100848,5052560.5000048,-73.61681,45.612886,2024
Introduction,2024-04-20,soir,39.0,295925.781009019,5052732.99999315,-73.613784,45.614441,2024
Vol de véhicule à moteur,2024-04-28,jour,39.0,296180.344001438,5052334.49999467,-73.610513,45.610859,2024
Vol de véhicule à moteur,2024-11-23,soir,39.0,296115.218992947,5052304.00000555,-73.611347,45.610583,2024
Méfait,2024-09-13,jour,5.0,280770.624989633,5032968.50000592,-73.80713,45.436236,2024
Vols qualifiés,2024-03-28,jour,42.0,296723.06300212094,5049752.00000596,-73.603512,45.587627,2024
Vols qualifiés,2024-02-08,jour,42.0,296723.06300212094,5049752.00000596,-73.603512,45.587627,2024
Vol dans / sur véhicule à moteur,2024-04-25,jour,42.0,297433.874990916,5050375.99999792,-73.594412,45.59325,2024
Vol dans / sur véhicule à moteur,2024-10-17,soir,42.0,296897.530998136,5048299.99999291,-73.601253,45.574564,2024
Vol dans / sur véhicule à moteur,2024-09-16,jour,42.0,297668.374989706,5047847.99999097,-73.591369,45.570505,2024
Vol de véhicule à moteur,2024-08-17,jour,42.0,297340.83,5047842.438,-73.595566,45.570451,2024
Vol de véhicule à moteur,2024-10-12,jour,42.0,297434.405991655,5047784.50000281,-73.594366,45.569931,2024
Méfait,2024-08-04,jour,42.0,297317.125005792,5047857.4999957,-73.59587,45.570587,2024
Vol dans / sur véhicule à moteur,2024-05-28,jour,42.0,297377.62500812893,5047820.49999177,-73.595094,45.570254,2024
Introduction,2024-07-10,jour,5.0,278744.87499344,5036567.50000526,-73.833212,45.468549,2024
Vol de véhicule à moteur,2024-02-13,jour,5.0,278704.03099413,5036436.00000739,-73.833728,45.467364,2024
